wine,price,country,rating,wine count
Siepi,168.75,Italie,4.4,274658
Tignanello,750.0,Italie,4.5,274658
Tenuta Nuova Brunello di Montalcino,420.0,Italie,4.5,274658
Altero Brunello di Montalcino,121.25,Italie,4.4,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),726.25,France,4.6,422503
Hermitage La Chapelle Rouge,310.0,France,4.3,422503
Barolo Rocche,202.5,Italie,4.4,274658
Montepulciano d'Abruzzo,248.25,Italie,4.2,274658
Vürsù Barbaresco Starderi,262.5,Italie,4.4,274658
Barolo Rocche,276.25,Italie,4.4,274658
Brunello di Montalcino,367.5,Italie,4.4,274658
Pauillac (Premier Grand Cru Classé),2753.75,France,4.6,422503
Sassicaia,661.25,Italie,4.6,274658
Bolgheri Superiore,1238.75,Italie,4.6,274658
Carruades de Lafite Pauillac,731.25,France,4.4,422503
5 Stelle Sfursat,130.0,Italie,4.5,274658
Barbaresco,533.75,Italie,4.5,274658
Sperss Barolo,618.75,Italie,4.6,274658
Darmagi Langhe,420.0,Italie,4.5,274658
Vigna Cappella di S. Stefano Perno Barolo,148.75,Italie,4.4,274658
Cristal Brut Champagne (Millésimé),896.25,France,4.6,422503
Cristal Rosé Brut Champagne (Millésimé),3202.5,France,4.6,422503
Vürsù Barbaresco Starderi,256.25,Italie,4.4,274658
Costa Russi (Barbaresco) Langhe,811.25,Italie,4.6,274658
Barbaresco,533.75,Italie,4.5,274658
Sassicaia,1408.75,Italie,4.6,274658
Sassicaia,1686.25,Italie,4.6,274658
Sassicaia,747.5,Italie,4.6,274658
Sassicaia,618.75,Italie,4.6,274658
Sassicaia,618.75,Italie,4.6,274658
Sassicaia,1537.5,Italie,4.6,274658
Barolo Ginestra Vigna del Gris,243.75,Italie,4.3,274658
Barolo Rocche,276.25,Italie,4.4,274658
Vürsù Barbaresco Valeirano,208.75,Italie,4.4,274658
Amarone della Valpolicella Classico,212.5,Italie,4.4,274658
Bric Dël Fiasc Barolo,221.25,Italie,4.3,274658
Redigaffi Toscana,493.75,Italie,4.5,274658
Barbaresco,533.75,Italie,4.5,274658
Barbaresco,1025.0,Italie,4.5,274658
Redigaffi Toscana,921.25,Italie,4.5,274658
Darmagi Langhe,353.75,Italie,4.5,274658
Barbaresco,491.25,Italie,4.5,274658
Costa Russi (Barbaresco) Langhe,1387.5,Italie,4.6,274658
25 anni Montefalco Sagrantino,85.0,Italie,4.3,274658
Sorì Tildìn (Barbaresco) Langhe,597.5,Italie,4.6,274658
Barbaresco,512.5,Italie,4.5,274658
Sorì Tildìn (Barbaresco) Langhe,811.25,Italie,4.6,274658
Tignanello,491.25,Italie,4.5,274658
Cristal Brut Champagne (Millésimé),1900.0,France,4.6,422503
Cristal Brut Champagne (Millésimé),630.0,France,4.6,422503
Pauillac (Premier Grand Cru Classé),1238.75,France,4.6,422503
Pauillac (Premier Grand Cru Classé),5977.5,France,4.6,422503
Pauillac (Premier Grand Cru Classé),1082.55,France,4.6,422503
Pauillac (Premier Grand Cru Classé),635.25,France,4.6,422503
Brunello di Montalcino,142.5,Italie,4.3,274658
Altero Brunello di Montalcino,123.75,Italie,4.4,274658
Barolo Bricco Gattera,250.0,Italie,4.4,274658
Special Selection Cabernet Sauvignon,397.5,États-Unis,4.7,204060
Sperss Barolo,533.75,Italie,4.6,274658
Vürsù Barbaresco Starderi,307.5,Italie,4.4,274658
Pauillac (Premier Grand Cru Classé),1900.0,France,4.6,422503
Pauillac (Premier Grand Cru Classé),1387.5,France,4.6,422503
Pauillac (Premier Grand Cru Classé),1473.75,France,4.6,422503
Cuvée Nicolas François Billecart Brut Champagne,360.0,France,4.5,422503
Scrio,243.75,Italie,4.3,274658
Messorio,420.0,Italie,4.5,274658
Tignanello,840.0,Italie,4.5,274658
Cepparello Red,148.75,Italie,4.3,274658
Tignanello,287.5,Italie,4.5,274658
Barbaresco,491.25,Italie,4.5,274658
Messorio,618.75,Italie,4.5,274658
Clos du Mesnil,5017.5,France,4.7,422503
Collection,2455.0,France,4.7,422503
Barolo Cascina Francia,597.5,Italie,4.5,274658
Pessac-Léognan (Grand Cru Classé de Graves),150.05,France,4.4,422503
Brunello di Montalcino Riserva,795.0,Italie,4.6,274658
Romanée-Saint-Vivant Grand Cru (Marey-Monge),8463.75,France,4.7,422503
Clos des Lambrays Grand Cru,1878.75,France,4.4,422503
Barolo Riserva Monfortino,2747.5,Italie,4.7,274658
Saint-Julien (Grand Cru Classé),205.0,France,4.3,422503
Châteauneuf-du-Pape,3308.75,France,4.7,422503
Amarone della Valpolicella Monte Lodoletta,683.75,Italie,4.7,274658
Valpolicella Superiore Monte Lodoletta,243.75,Italie,4.5,274658
Recioto della Valpolicella (Monte Lodoletta),376.25,Italie,4.6,274658
Barolo Ciabot Mentin Ginestra,168.75,Italie,4.3,274658
Lupicaia,243.75,Italie,4.4,274658
Cabernet Sauvignon,201.25,États-Unis,4.5,204060
Amarone della Valpolicella Monte Lodoletta,795.0,Italie,4.7,274658
Amarone della Valpolicella Monte Lodoletta,786.25,Italie,4.7,274658
Valpolicella Superiore Monte Lodoletta,212.5,Italie,4.5,274658
L'Apparita,287.5,Italie,4.4,274658
Clos des Lambrays Grand Cru,1686.25,France,4.4,422503
L'Extravagant de Doisy-Daëne Sauternes,276.25,France,4.6,422503
Clos de la Coulée de Serrant,265.0,France,4.3,422503
Tenuta Tignanello 'Solaia',1473.75,Italie,4.6,274658
Veneto Rosso del Bepi,243.75,Italie,4.6,274658
Vosne-Romanée 1er Cru 'Aux Malconsorts',2092.5,France,4.5,422503
Tenuta Tignanello 'Solaia',1387.5,Italie,4.6,274658
Cerretalto Brunello di Montalcino,533.75,Italie,4.7,274658
Cristal Brut Champagne (Millésimé),2071.25,France,4.6,422503
Vintage,1260.0,France,4.6,422503
Clos du Mesnil,3522.5,France,4.7,422503
Barolo Rocche,208.75,Italie,4.4,274658
Brunello di Montalcino Riserva,127.5,Italie,4.4,274658
Barolo Sorì Ginestra,271.25,Italie,4.3,274658
Château Margaux (Premier Grand Cru Classé),1067.5,France,4.6,422503
Collection,2028.75,France,4.7,422503
Colheita Port,147.82,Portugal,4.2,39847
Bolgheri Superiore,291.25,Italie,4.3,274658
Amarone della Valpolicella Monte Lodoletta,697.5,Italie,4.7,274658
Pomerol,747.5,France,4.4,422503
Châteauneuf-du-Pape,310.0,France,4.4,422503
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,2882.5,France,4.7,422503
Saint-Julien (Grand Cru Classé),406.25,France,4.4,422503
Galatrona,310.0,Italie,4.3,274658
Tenuta Tignanello 'Solaia',668.75,Italie,4.6,274658
Barbaresco,470.0,Italie,4.5,274658
Sorì San Lorenzo,917.5,Italie,4.6,274658
Grand Vin de Château Palmer (Grand Cru Classé),630.0,France,4.5,422503
Sassicaia,618.75,Italie,4.6,274658
Messorio,420.0,Italie,4.5,274658
Carruades de Lafite Pauillac,686.4,France,4.4,422503
Pomerol,423.5,France,4.4,422503
Tignanello,820.0,Italie,4.5,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1173.75,France,4.6,422503
Pessac-Léognan Blanc (Grand Cru Classé de Graves),2028.75,France,4.5,422503
Sassicaia,597.5,Italie,4.6,274658
Pomerol,576.25,France,4.5,422503
Château Margaux (Premier Grand Cru Classé),1173.75,France,4.6,422503
Pessac-Léognan (Premier Grand Cru Classé),2455.0,France,4.6,422503
Beckstoffer To Kalon Vineyard Cabernet Sauvignon,260.0,États-Unis,4.6,204060
Series C,65.0,Afrique du Sud,4.5,30857
Clos des Lambrays Grand Cru,896.25,France,4.4,422503
Pauillac (Premier Grand Cru Classé),1625.0,France,4.6,422503
Romanée-Saint-Vivant Grand Cru,3202.5,France,4.5,422503
Ornato Barolo,212.5,Italie,4.4,274658
Barbaresco,688.75,Italie,4.5,274658
Château Margaux (Premier Grand Cru Classé),1173.75,France,4.6,422503
Pauillac (Premier Grand Cru Classé),1451.25,France,4.6,422503
Ornato Barolo,178.75,Italie,4.4,274658
Barbaresco,597.5,Italie,4.5,274658
Bric Dël Fiasc Barolo,243.75,Italie,4.3,274658
Félix Callejo (Viñedos de la Familia),304.5,Espagne,4.3,102662
Galatrona,212.5,Italie,4.3,274658
Barbaresco,470.0,Italie,4.5,274658
Sorì San Lorenzo,1025.0,Italie,4.6,274658
Brunello di Montalcino Riserva,921.25,Italie,4.6,274658
Cabernet Sauvignon,178.75,États-Unis,4.5,204060
La Grande Dame Brut Champagne,832.5,France,4.5,422503
Tignanello,331.25,Italie,4.5,274658
Château Margaux (Premier Grand Cru Classé),753.4,France,4.6,422503
Barbaresco Rabajà,221.25,Italie,4.3,274658
Sperss Barolo,470.0,Italie,4.6,274658
Scrio,201.25,Italie,4.3,274658
Pessac-Léognan (Premier Grand Cru Classé),1046.25,France,4.6,422503
Châteauneuf-du-Pape,168.75,France,4.4,422503
Pauillac (Grand Cru Classé),618.75,France,4.4,422503
Messorio,420.0,Italie,4.5,274658
Barolo Cerequio,150.0,Italie,4.3,274658
Châteauneuf-du-Pape,2967.5,France,4.7,422503
Giorgio Bartholomäus,616.25,Italie,4.4,274658
Amarone della Valpolicella Monte Lodoletta,731.25,Italie,4.7,274658
Sperss Barolo,961.25,Italie,4.6,274658
Pomerol,683.75,France,4.5,422503
Luce,232.5,Italie,4.4,274658
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,2541.25,France,4.7,422503
Saint-Émilion Grand Cru (Premier Grand Cru Classé),961.25,France,4.6,422503
Tenuta Guado al Tasso Bolgheri Superiore,555.0,Italie,4.5,274658
R.D Extra Brut Champagne (Récemment Dégorgé),299.99,France,4.6,422503
Costa Russi (Barbaresco) Langhe,961.25,Italie,4.6,274658
Amarone della Valpolicella Monte Lodoletta,808.75,Italie,4.7,274658
Pauillac (Premier Grand Cru Classé),2676.75,France,4.6,422503
Sorì Tildìn (Barbaresco) Langhe,961.25,Italie,4.6,274658
Barbaresco,1601.25,Italie,4.5,274658
Château Margaux (Premier Grand Cru Classé),1046.25,France,4.6,422503
Réserve Côtes-du-Rhône,961.25,France,4.4,422503
Brunello di Montalcino Riserva,1478.75,Italie,4.6,274658
Sassicaia,661.25,Italie,4.6,274658
Barolo Cascina Francia,1110.0,Italie,4.5,274658
Pomerol,155.0,France,4.2,422503
Château Margaux (Premier Grand Cru Classé),1173.75,France,4.6,422503
Barolo Enrico VI,148.75,Italie,4.4,274658
Tenuta Guado al Tasso Bolgheri Superiore,310.0,Italie,4.5,274658
Amarone della Valpolicella Monte Lodoletta,616.25,Italie,4.7,274658
Cabernet Sauvignon,221.25,États-Unis,4.5,204060
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1046.25,France,4.6,422503
Barolo Brunate,305.1,Italie,4.3,274658
Redigaffi Toscana,491.25,Italie,4.5,274658
Luce,413.75,Italie,4.4,274658
Bolgheri Superiore,425.0,Italie,4.6,274658
Barolo Brunate,165.0,Italie,4.3,274658
Pessac-Léognan (Premier Grand Cru Classé),1003.75,France,4.6,422503
Vintage Port,101.0,Portugal,4.5,39847
Tignanello,353.75,Italie,4.5,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1046.25,France,4.6,422503
Redigaffi Toscana,555.0,Italie,4.5,274658
Pessac-Léognan (Premier Grand Cru Classé),1046.25,France,4.6,422503
Amarone della Valpolicella Monte Lodoletta,728.75,Italie,4.7,274658
Tignanello,376.25,Italie,4.5,274658
Chambertin Grand Cru,7493.75,France,4.7,422503
Insignia,353.75,États-Unis,4.6,204060
Pomerol,9180.0,France,4.7,422503
Pomerol,353.75,France,4.5,422503
Barolo Bricco Rocche,325.0,Italie,4.4,274658
Sorì Tildìn (Barbaresco) Langhe,917.5,Italie,4.6,274658
Bolgheri Superiore,961.25,Italie,4.6,274658
Valpolicella Superiore Monte Lodoletta,276.25,Italie,4.5,274658
Pomerol,762.0,France,4.3,422503
Brunello di Montalcino Riserva,238.75,Italie,4.5,274658
Cerretalto Brunello di Montalcino,491.25,Italie,4.7,274658
Tenuta Tignanello 'Solaia',705.0,Italie,4.6,274658
Pomerol,533.75,France,4.4,422503
Cabernet Sauvignon,201.25,États-Unis,4.5,204060
Toscana Rosso,811.25,Italie,4.5,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1025.0,France,4.6,422503
Puligny-Montrachet Premier Cru Champ-Canet,221.25,France,4.4,422503
Pessac-Léognan (Premier Grand Cru Classé),1601.25,France,4.6,422503
Bolgheri Superiore,340.0,Italie,4.6,274658
Sassicaia,1707.5,Italie,4.6,274658
Redigaffi Toscana,470.0,Italie,4.5,274658
Clos Sainte Hune Riesling Alsace,618.75,France,4.5,422503
Giramonte Toscana,140.0,Italie,4.4,274658
Montepulciano d'Abruzzo,747.5,Italie,4.4,274658
Luce Brunello di Montalcino,211.3,Italie,4.5,274658
Pauillac (Grand Cru Classé),597.5,France,4.4,422503
Lupicaia,216.25,Italie,4.4,274658
Lupicaia,256.25,Italie,4.4,274658
Bolgheri Superiore,1238.75,Italie,4.6,274658
Châteauneuf-du-Pape,168.75,France,4.4,422503
Saint-Julien (Grand Cru Classé),533.75,France,4.4,422503
Toscana Camartina,201.25,Italie,4.3,274658
Pessac-Léognan (Premier Grand Cru Classé),1046.25,France,4.6,422503
Pessac-Léognan (Premier Grand Cru Classé),896.25,France,4.6,422503
Tignanello,470.0,Italie,4.5,274658
Pomerol,790.0,France,4.4,422503
Saint-Émilion Grand Cru (Premier Grand Cru Classé),795.0,France,4.6,422503
Sassicaia,2668.75,Italie,4.6,274658
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,1430.0,France,4.4,422503
Sperss Barolo,832.5,Italie,4.6,274658
Brunello di Montalcino Riserva Madonna del Piano,1046.25,Italie,4.5,274658
Brunello di Montalcino Riserva,695.0,Italie,4.6,274658
Harlan Estate Red,1921.25,États-Unis,4.7,204060
Paleo Rosso,178.75,Italie,4.4,274658
Solare Toscana,150.0,Italie,4.2,274658
Trebbiano d'Abruzzo,420.0,Italie,4.4,274658
Sassicaia,493.8,Italie,4.6,274658
Pessac-Léognan (Premier Grand Cru Classé),2028.75,France,4.6,422503
Sauternes,928.3,France,4.7,422503
Sassicaia,961.25,Italie,4.6,274658
Chambertin Grand Cru,10960.0,France,4.7,422503
Barolo Bricco Rocche,273.75,Italie,4.4,274658
Château Margaux (Premier Grand Cru Classé),1077.51,France,4.6,422503
Vintage,1800.0,France,4.6,422503
Bolgheri Superiore,425.0,Italie,4.6,274658
Brunello di Montalcino Riserva,961.25,Italie,4.6,274658
Bolgheri Superiore,533.75,Italie,4.6,274658
Sorì San Lorenzo,1558.75,Italie,4.6,274658
Redigaffi Toscana,512.5,Italie,4.5,274658
Pessac-Léognan (Premier Grand Cru Classé),1110.0,France,4.6,422503
Altero Brunello di Montalcino,112.5,Italie,4.4,274658
Brunello di Montalcino Riserva,168.75,Italie,4.4,274658
L'Apparita,630.0,Italie,4.4,274658
L'Apparita,287.5,Italie,4.4,274658
Pauillac (Premier Grand Cru Classé),1339.7,France,4.6,422503
Series C,74.0,Afrique du Sud,4.5,30857
Aconcagua Valley,140.2,Chili,4.5,41191
Pomerol,411.4,France,4.5,422503
Silex,1495.0,France,4.5,422503
Brunello di Montalcino  Montosoli,202.5,Italie,4.4,274658
Sauternes (Premier Grand Cru Classé),92.95,France,4.4,422503
Vintage Port,62.95,Portugal,4.3,39847
L'Extravagant de Doisy-Daëne Sauternes,397.5,France,4.6,422503
Brunello di Montalcino Riserva,895.0,Italie,4.6,274658
Barolo Riserva Bricco Boschis Vigna San Giuseppe,397.5,Italie,4.3,274658
'Giulio Ferrari' Riserva del Fondatore,747.5,Italie,4.6,274658
'Giulio Ferrari' Riserva del Fondatore,310.0,Italie,4.6,274658
Bolgheri Superiore,448.75,Italie,4.6,274658
Tignanello,420.0,Italie,4.5,274658
Brut Cuvée Champagne Rosé,72.0,France,4.4,422503
Sassicaia,618.75,Italie,4.6,274658
Bolgheri Superiore,618.75,Italie,4.6,274658
Sauternes,595.0,France,4.7,422503
Brut Champagne,638.83,France,4.6,422503
Rosé,349.0,France,4.6,422503
L'Apparita,353.75,Italie,4.4,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1164.36,France,4.6,422503
Sauternes,811.25,France,4.7,422503
Brut Rosé Champagne,49.61,France,4.4,422503
Amarone della Valpolicella Monte Lodoletta,1761.25,Italie,4.7,274658
Amarone della Valpolicella Monte Lodoletta,747.5,Italie,4.7,274658
Châteauneuf-du-Pape,2967.5,France,4.7,422503
Montepulciano d'Abruzzo,618.75,Italie,4.4,274658
Blanc de Blancs Brut Champagne Grand Cru,92.95,France,4.4,422503
Tenuta Guado al Tasso Bolgheri Superiore,533.75,Italie,4.5,274658
Conteisa Langhe,239.0,Italie,4.5,274658
Castillo Ygay Gran Reserva Especial Tinto,235.0,Espagne,4.5,102662
Cuvée Annamaria Clementi (Extra Brut),212.5,Italie,4.5,274658
Unico,410.0,Espagne,4.7,102662
Carruades de Lafite Pauillac,619.75,France,4.4,422503
Vintage,1473.75,France,4.6,422503
Harimann Montepulciano d'Abruzzo,58.75,Italie,4.4,274658
'Giulio Ferrari' Riserva del Fondatore,533.75,Italie,4.6,274658
Barolo Riserva,470.0,Italie,4.3,274658
Grand Siècle Champagne (Grande Cuvée),183.7,France,4.5,422503
Barbaresco,1046.25,Italie,4.5,274658
Bolgheri Superiore,470.0,Italie,4.6,274658
Cuvée Madame Barsac,393.5,France,4.5,422503
Vin Santo di Montepulciano,331.25,Italie,4.6,274658
L'Apparita,397.5,Italie,4.4,274658
Saint-Émilion Grand Cru,470.0,France,4.6,422503
Clos des Lambrays Grand Cru,832.5,France,4.4,422503
Sassicaia,1173.75,Italie,4.6,274658
Sorì San Lorenzo,597.5,Italie,4.6,274658
Pomerol,618.75,France,4.4,422503
Vin de Pays de l'Hérault,683.75,France,4.5,422503
Brunello di Montalcino Riserva,1046.25,Italie,4.6,274658
Pauillac (Premier Grand Cru Classé),1381.48,France,4.6,422503
Châteauneuf-du-Pape,3395.0,France,4.7,422503
Sperss Barolo,491.25,Italie,4.6,274658
Romanée-Saint-Vivant Grand Cru (Marey-Monge),10217.5,France,4.7,422503
Vin Santo di Montepulciano,287.5,Italie,4.6,274658
Barolo Cascina Francia,747.5,Italie,4.5,274658
Châteauneuf-du-Pape,3266.25,France,4.7,422503
Collection,2241.25,France,4.7,422503
Bolgheri Superiore,491.25,Italie,4.6,274658
Bolgheri Superiore,360.0,Italie,4.6,274658
Charmes-Chambertin Grand Cru,1025.0,France,4.4,422503
Brut Champagne,460.0,France,4.6,422503
Opus One,455.17,États-Unis,4.6,204060
Cristal Brut Champagne (Millésimé),482.5,France,4.6,422503
Messorio,420.0,Italie,4.5,274658
Grand Vin de Château Palmer (Grand Cru Classé),450.0,France,4.5,422503
Grand Vin de Château Palmer (Grand Cru Classé),832.5,France,4.5,422503
Grand Vin de Château Palmer (Grand Cru Classé),470.0,France,4.5,422503
Bolgheri Superiore,360.0,Italie,4.6,274658
Tignanello,331.25,Italie,4.5,274658
Clos du Mesnil,3096.25,France,4.7,422503
Brunello di Montalcino Riserva,825.0,Italie,4.6,274658
Romanée-Saint-Vivant Grand Cru (Marey-Monge),8743.75,France,4.7,422503
Il Bricco Barbaresco,202.5,Italie,4.3,274658
Montepulciano d'Abruzzo,385.5,Italie,4.2,274658
Flaccianello della Pieve,331.25,Italie,4.5,274658
Barolo Riserva Vigna Rionda,265.0,Italie,4.3,274658
Châteauneuf-du-Pape,3181.25,France,4.7,422503
Unico Reserva Especial Edición,644.95,Espagne,4.7,102662
Campolongo di Torbe Amarone della Valpolicella Classico,233.75,Italie,4.5,274658
Saint-Julien (Grand Cru Classé),533.75,France,4.4,422503
Cabernet Sauvignon,201.25,États-Unis,4.5,204060
Cristal Rosé Brut Champagne (Millésimé),961.25,France,4.6,422503
Pomerol,3800.0,France,4.7,422503
Redigaffi Toscana,705.0,Italie,4.5,274658
Cabernet Sauvignon,201.25,États-Unis,4.5,204060
Barbaresco Gaiun Martinenga,246.25,Italie,4.3,274658
Tordiz 40 Year Old Tawny Port,337.5,Portugal,4.6,39847
Vürsù Barolo Campè,232.5,Italie,4.4,274658
Barolo Prapò,206.25,Italie,4.3,274658
Vintage Port Nacional,1152.5,Portugal,4.6,39847
Amarone della Valpolicella Classico Riserva (Sergio Zenato),483.75,Italie,4.5,274658
Château Margaux (Premier Grand Cru Classé),1173.75,France,4.6,422503
Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',683.75,France,4.5,422503
Bolgheri Superiore,390.0,Italie,4.6,274658
Riserva vecchie viti dei Capalot e delle Brunate Barolo,940.0,Italie,4.5,274658
Pomerol,420.0,France,4.5,422503
Cristal Brut Champagne (Millésimé),533.75,France,4.6,422503
Bolgheri Superiore,1173.75,Italie,4.6,274658
Unico,445.0,Espagne,4.7,102662
Montepulciano d'Abruzzo,790.0,Italie,4.4,274658
Carruades de Lafite Pauillac,729.3,France,4.4,422503
Lupicaia,298.75,Italie,4.4,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),832.5,France,4.6,422503
Châteauneuf-du-Pape,2967.5,France,4.7,422503
Barolo Brunate,230.0,Italie,4.3,274658
Lodovico,683.75,Italie,4.6,274658
Sassicaia,632.5,Italie,4.6,274658
Sorì San Lorenzo,705.0,Italie,4.6,274658
Pomerol,6300.0,France,4.7,422503
Barolo Bricco Rocche,297.5,Italie,4.4,274658
Pur Sang,397.5,France,4.3,422503
Costa Russi (Barbaresco) Langhe,832.5,Italie,4.6,274658
Sauternes,2455.0,France,4.7,422503
Tenuta Nuova Brunello di Montalcino,122.0,Italie,4.5,274658
La Grande Dame Brut Rosé Champagne,566.25,France,4.6,422503
Chevalier-Montrachet Grand Cru,2562.5,France,4.6,422503
Barolo Riserva Monprivato Cà d'Morissio,832.5,Italie,4.6,274658
Veneto Alzero Cabernet,1975.0,Italie,4.7,274658
Bolgheri Superiore,618.75,Italie,4.6,274658
Alabaster,136.25,Espagne,4.6,102662
Châteauneuf-du-Pape Réservé Blanc,1281.25,France,4.4,422503
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,3181.25,France,4.7,422503
Rosé Brut Champagne Grand Cru 'Ambonnay',121.0,France,4.4,422503
Vin Santo di Montepulciano,310.0,Italie,4.6,274658
Brut Rosé Champagne,429.0,France,4.5,422503
Amarone della Valpolicella Classico Riserva (Sergio Zenato),496.25,Italie,4.5,274658
Pomerol,5800.0,France,4.7,422503
Montepulciano d'Abruzzo,491.6,Italie,4.4,274658
Harlequin,2113.75,Italie,4.7,274658
Pauillac (Premier Grand Cru Classé),842.98,France,4.6,422503
'Giulio Ferrari' Riserva del Fondatore,597.5,Italie,4.6,274658
'Giulio Ferrari' Riserva del Fondatore,917.5,Italie,4.6,274658
Pomerol,4410.0,France,4.7,422503
Vürsù Barolo Campè,211.25,Italie,4.4,274658
La Grande Dame Brut Rosé Champagne,295.0,France,4.6,422503
Clos des Goisses Champagne,1110.0,France,4.5,422503
Chambertin Grand Cru,618.75,France,4.3,422503
Romanée-Saint-Vivant Grand Cru,2028.75,France,4.5,422503
Pauillac (Grand Cru Classé),118.5,France,4.4,422503
Vürsù Barolo Campè,212.5,Italie,4.4,274658
Falletto Barolo Le Rocche del Falletto,1686.25,Italie,4.5,274658
Nettare Veneto Bianco,310.0,Italie,4.6,274658
Bolgheri Superiore,533.75,Italie,4.6,274658
Montepulciano d'Abruzzo,832.5,Italie,4.4,274658
Sorì Tildìn (Barbaresco) Langhe,790.0,Italie,4.6,274658
Valpolicella Superiore Monte Lodoletta,243.75,Italie,4.5,274658
Barolo Riserva Monprivato Cà d'Morissio,2455.0,Italie,4.6,274658
Nettare Veneto Bianco,310.0,Italie,4.6,274658
Bonnes-Mares Grand Cru,1823.75,France,4.5,422503
Tokaji Aszú 6 Puttonyos,99.97,Hongrie,4.6,16605
Barolo Bricco Rocche,448.75,Italie,4.4,274658
Barolo Brunate,200.0,Italie,4.3,274658
Pessac-Léognan (Premier Grand Cru Classé),1025.0,France,4.6,422503
Unico,1040.6,Espagne,4.7,102662
Côte-Rôtie La Mouline,346.75,France,4.6,422503
Contador Rioja,249.0,Espagne,4.6,102662
Barolo Riserva Granbussia,1936.25,Italie,4.5,274658
Costasera Amarone della Valpolicella Classico,190.0,Italie,4.3,274658
Clos Sainte Hune Riesling Alsace,600.0,France,4.5,422503
Tessons Clos de Mon Plaisir Meursault,1260.0,France,4.4,422503
Kairos,221.25,Italie,4.4,274658
Pomerol,545.0,France,4.4,422503
Bolgheri Superiore,683.75,Italie,4.6,274658
Château Margaux (Premier Grand Cru Classé),1025.0,France,4.6,422503
Brunello di Montalcino,747.5,Italie,4.5,274658
Sperss Barolo,523.75,Italie,4.6,274658
L'Apparita,397.5,Italie,4.4,274658
Comtes de Champagne Blanc de Blancs,190.0,France,4.5,422503
Toscana Batar,201.25,Italie,4.3,274658
Châteauneuf-du-Pape,3096.25,France,4.7,422503
Gratallops Partida Bellvisos,175.0,Espagne,4.3,102662
Brunate  Barolo,1323.75,Italie,4.5,274658
Brunello di Montalcino,331.25,Italie,4.5,274658
Brunello di Montalcino,353.75,Italie,4.5,274658
Brunello di Montalcino,310.0,Italie,4.5,274658
Brunello di Montalcino,220.0,Italie,4.5,274658
Brunello di Montalcino,310.0,Italie,4.5,274658
Brunello di Montalcino,331.25,Italie,4.5,274658
Brunello di Montalcino,353.75,Italie,4.5,274658
Le Bourg Saumur Champigny,1025.0,France,4.5,422503
Brunello di Montalcino,394.0,Italie,4.5,274658
Brunello di Montalcino,597.5,Italie,4.5,274658
Pomerol,397.5,France,4.4,422503
Brunello di Montalcino,331.25,Italie,4.5,274658
Veneto Alzero Cabernet,913.05,Italie,4.7,274658
Brunello di Montalcino,420.0,Italie,4.5,274658
Brunello di Montalcino,121.25,Italie,4.2,274658
Belle Epoque Brut Champagne,247.5,France,4.5,422503
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,1323.75,France,4.4,422503
Montrachet Grand Cru,5977.5,France,4.7,422503
Veneto Alzero Cabernet,555.0,Italie,4.7,274658
Saint-Émilion Grand Cru (Premier Grand Cru Classé),156.95,France,4.4,422503
Brunello di Montalcino,353.75,Italie,4.5,274658
Darmagi Langhe,397.5,Italie,4.5,274658
Sed de Caná,165.9,Espagne,4.5,102662
Cerretta Barolo Riserva (Vigna Bricco),205.0,Italie,4.5,274658
Montelìg,49.99,Chili,4.4,41191
Maria Adelaide Barbaresco,266.25,Italie,4.3,274658
Brunello di Montalcino,353.75,Italie,4.5,274658
Amarone della Valpolicella Classico,843.75,Italie,4.4,274658
Barolo Monprivato,470.0,Italie,4.4,274658
Bolgheri Superiore,533.75,Italie,4.6,274658
Poggio all'Oro Brunello di Montalcino Riserva,136.3,Italie,4.5,274658
Brunello di Montalcino,241.3,Italie,4.5,274658
Amarone della Valpolicella Classico,181.25,Italie,4.5,274658
Sassicaia,1270.0,Italie,4.6,274658
Barolo Riserva Monfortino,1137.5,Italie,4.7,274658
Altura,89.0,Chili,4.5,41191
Merlot,178.75,États-Unis,4.4,204060
Vintage Port,265.0,Portugal,4.4,39847
Pomerol,170.0,France,4.5,422503
Vosne-Romanée Premier Cru Aux Reignots,4173.75,France,4.6,422503
Grand Vin Pauillac (Premier Grand Cru Classé),2028.75,France,4.6,422503
Brunello di Montalcino,470.0,Italie,4.5,274658
Harimann Montepulciano d'Abruzzo,58.75,Italie,4.4,274658
Sauternes,1025.0,France,4.7,422503
Veneto Rosso del Bepi,243.8,Italie,4.6,274658
Grand Vin Pauillac (Premier Grand Cru Classé),2753.75,France,4.6,422503
Grand Vin Pauillac (Premier Grand Cru Classé),1686.25,France,4.6,422503
Bolgheri Superiore,597.5,Italie,4.6,274658
