grape_name,wine_name,wine_ratingAVG,wine_price,wine_ratingCOUNT
Merlot,Librante Primitivo di Manduria,4.4,34.0,491
Sangiovese,Librante Primitivo di Manduria,4.4,34.0,491
Chardonnay,'Giulio Ferrari' Riserva del Fondatore Rosé,4.5,397.5,308
Merlot,'Giulio Ferrari' Riserva del Fondatore Rosé,4.5,397.5,308
Sangiovese,'Giulio Ferrari' Riserva del Fondatore Rosé,4.5,397.5,308
Chardonnay,P2 Plénitude Brut Champagne,4.7,465.0,7543
Merlot,P2 Plénitude Brut Champagne,4.7,465.0,7543
Pinot Noir,P2 Plénitude Brut Champagne,4.7,465.0,7543
Chardonnay,Corton-Charlemagne Grand Cru,4.4,136.08,708
Merlot,Corton-Charlemagne Grand Cru,4.4,136.08,708
Pinot Noir,Corton-Charlemagne Grand Cru,4.4,136.08,708
Chardonnay,Glesie Climat,4.6,75.0,37
Merlot,Glesie Climat,4.6,75.0,37
Sangiovese,Glesie Climat,4.6,75.0,37
Chardonnay,Barolo Arione,4.6,387.5,259
Merlot,Barolo Arione,4.6,387.5,259
Sangiovese,Barolo Arione,4.6,387.5,259
Chardonnay,Saint-Émilion Grand Cru,4.4,145.84,589
Merlot,Saint-Émilion Grand Cru,4.4,145.84,589
Pinot Noir,Saint-Émilion Grand Cru,4.4,145.84,589
Chardonnay,Clos Vougeot Grand Cru,4.4,227.55,226
Merlot,Clos Vougeot Grand Cru,4.4,227.55,226
Pinot Noir,Clos Vougeot Grand Cru,4.4,227.55,226
Chardonnay,Chambolle-Musigny,4.3,1173.75,3455
Merlot,Chambolle-Musigny,4.3,1173.75,3455
Pinot Noir,Chambolle-Musigny,4.3,1173.75,3455
Chardonnay,Cannubi Barolo,4.5,353.75,228
Merlot,Cannubi Barolo,4.5,353.75,228
Sangiovese,Cannubi Barolo,4.5,353.75,228
Chardonnay,Cos d'Estournel,4.4,295.0,43704
Merlot,Cos d'Estournel,4.4,295.0,43704
Pinot Noir,Cos d'Estournel,4.4,295.0,43704
Chardonnay,Tignanello,4.5,199.0,142513
Merlot,Tignanello,4.5,199.0,142513
Sangiovese,Tignanello,4.5,199.0,142513
Chardonnay,Sassicaia,4.6,450.8,107646
Merlot,Sassicaia,4.6,450.8,107646
Sangiovese,Sassicaia,4.6,450.8,107646
Cabernet Sauvignon,ARTEMIS Cabernet Sauvignon,4.4,89.95,81351
Chardonnay,ARTEMIS Cabernet Sauvignon,4.4,89.95,81351
Pinot Noir,ARTEMIS Cabernet Sauvignon,4.4,89.95,81351
Chardonnay,Pessac-Léognan (Premier Grand Cru Classé),4.6,722.66,39605
Merlot,Pessac-Léognan (Premier Grand Cru Classé),4.6,722.66,39605
Pinot Noir,Pessac-Léognan (Premier Grand Cru Classé),4.6,722.66,39605
Chardonnay,Châteauneuf-du-Pape,4.4,109.95,38998
Merlot,Châteauneuf-du-Pape,4.4,109.95,38998
Pinot Noir,Châteauneuf-du-Pape,4.4,109.95,38998
Cabernet Sauvignon,Clio,4.5,54.95,24553
Tempranillo,Clio,4.5,54.95,24553
Garnacha,Clio,4.5,54.95,24553
Chardonnay,Bolgheri Superiore,4.6,295.0,47939
Merlot,Bolgheri Superiore,4.6,295.0,47939
Sangiovese,Bolgheri Superiore,4.6,295.0,47939
Chardonnay,Le Serre Nuove,4.3,55.95,50411
Merlot,Le Serre Nuove,4.3,55.95,50411
Sangiovese,Le Serre Nuove,4.3,55.95,50411
Chardonnay,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,320.0,6121
Merlot,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,320.0,6121
Pinot Noir,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,320.0,6121
Chardonnay,Grand Vin de Château Palmer (Grand Cru Classé),4.5,425.0,29026
Merlot,Grand Vin de Château Palmer (Grand Cru Classé),4.5,425.0,29026
Pinot Noir,Grand Vin de Château Palmer (Grand Cru Classé),4.5,425.0,29026
Chardonnay,Saint-Julien (Grand Cru Classé),4.4,318.73,28094
Merlot,Saint-Julien (Grand Cru Classé),4.4,318.73,28094
Pinot Noir,Saint-Julien (Grand Cru Classé),4.4,318.73,28094
Chardonnay,Pomerol,4.4,363.11,3509
Merlot,Pomerol,4.4,363.11,3509
Pinot Noir,Pomerol,4.4,363.11,3509
Chardonnay,Sauternes (Premier Grand Cru Classé),4.4,137.95,19239
Merlot,Sauternes (Premier Grand Cru Classé),4.4,137.95,19239
Pinot Noir,Sauternes (Premier Grand Cru Classé),4.4,137.95,19239
Cabernet Sauvignon,La Nieta,4.6,229.95,4508
Tempranillo,La Nieta,4.6,229.95,4508
Garnacha,La Nieta,4.6,229.95,4508
Cabernet Sauvignon,Malbec Argentino,4.4,89.95,47435
Chardonnay,Malbec Argentino,4.4,89.95,47435
Malbec,Malbec Argentino,4.4,89.95,47435
Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,1628.5,6637
Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,1628.5,6637
Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,1628.5,6637
Chardonnay,Corton-Charlemagne Grand Cru,4.4,225.0,5755
Merlot,Corton-Charlemagne Grand Cru,4.4,225.0,5755
Pinot Noir,Corton-Charlemagne Grand Cru,4.4,225.0,5755
Cabernet Sauvignon,Almaviva,4.6,160.0,48075
Merlot,Almaviva,4.6,160.0,48075
Carménère,Almaviva,4.6,160.0,48075
Cabernet Sauvignon,Malleolus,4.3,35.95,34630
Tempranillo,Malleolus,4.3,35.95,34630
Garnacha,Malleolus,4.3,35.95,34630
Cabernet Sauvignon,Tinto,4.4,42.95,65625
Tempranillo,Tinto,4.4,42.95,65625
Garnacha,Tinto,4.4,42.95,65625
Chardonnay,Poggio Alle Nane Maremma Toscana,4.4,118.75,3509
Merlot,Poggio Alle Nane Maremma Toscana,4.4,118.75,3509
Sangiovese,Poggio Alle Nane Maremma Toscana,4.4,118.75,3509
Cabernet Sauvignon,Carabantes Syrah,4.2,27.98,4523
Merlot,Carabantes Syrah,4.2,27.98,4523
Carménère,Carabantes Syrah,4.2,27.98,4523
Chardonnay,Quarz Sauvignon,4.4,106.25,8884
Merlot,Quarz Sauvignon,4.4,106.25,8884
Sangiovese,Quarz Sauvignon,4.4,106.25,8884
Cabernet Sauvignon,La Piu Belle,4.6,79.95,13420
Merlot,La Piu Belle,4.6,79.95,13420
Carménère,La Piu Belle,4.6,79.95,13420
Chardonnay,Petrucci Melo,4.5,331.25,61
Merlot,Petrucci Melo,4.5,331.25,61
Sangiovese,Petrucci Melo,4.5,331.25,61
Chardonnay,Pavillon Rouge du Château Margaux,4.4,435.4,16401
Merlot,Pavillon Rouge du Château Margaux,4.4,435.4,16401
Pinot Noir,Pavillon Rouge du Château Margaux,4.4,435.4,16401
Chardonnay,Cinque Autoctoni Collection Limited Release,4.4,23.9,4281
Merlot,Cinque Autoctoni Collection Limited Release,4.4,23.9,4281
Sangiovese,Cinque Autoctoni Collection Limited Release,4.4,23.9,4281
Chardonnay,Kurni Marche,4.6,212.5,10261
Merlot,Kurni Marche,4.6,212.5,10261
Sangiovese,Kurni Marche,4.6,212.5,10261
Chardonnay,Corton-Charlemagne Grand Cru,4.4,295.0,1007
Merlot,Corton-Charlemagne Grand Cru,4.4,295.0,1007
Pinot Noir,Corton-Charlemagne Grand Cru,4.4,295.0,1007
Chardonnay,Côtes de Bourg,4.4,89.3,8249
Merlot,Côtes de Bourg,4.4,89.3,8249
Pinot Noir,Côtes de Bourg,4.4,89.3,8249
Chardonnay,Saint-Émilion Grand Cru (Grand Cru Classé),4.4,134.62,3498
Merlot,Saint-Émilion Grand Cru (Grand Cru Classé),4.4,134.62,3498
Pinot Noir,Saint-Émilion Grand Cru (Grand Cru Classé),4.4,134.62,3498
Chardonnay,Boghis Climat,4.5,71.05,27
Merlot,Boghis Climat,4.5,71.05,27
Sangiovese,Boghis Climat,4.5,71.05,27
Chardonnay,Pessac-Léognan (Grand Cru Classé de Graves),4.5,525.0,15975
Merlot,Pessac-Léognan (Grand Cru Classé de Graves),4.5,525.0,15975
Pinot Noir,Pessac-Léognan (Grand Cru Classé de Graves),4.5,525.0,15975
Chardonnay,Bonnes Mares Grand Cru,4.5,811.25,554
Merlot,Bonnes Mares Grand Cru,4.5,811.25,554
Pinot Noir,Bonnes Mares Grand Cru,4.5,811.25,554
Chardonnay,Castello della Sala Cervaro della Sala,4.4,92.25,30203
Merlot,Castello della Sala Cervaro della Sala,4.4,92.25,30203
Sangiovese,Castello della Sala Cervaro della Sala,4.4,92.25,30203
Chardonnay,Amarone della Valpolicella,4.3,32.5,4689
Merlot,Amarone della Valpolicella,4.3,32.5,4689
Sangiovese,Amarone della Valpolicella,4.3,32.5,4689
Chardonnay,5 Stelle Sfursat,4.5,69.95,10740
Merlot,5 Stelle Sfursat,4.5,69.95,10740
Sangiovese,5 Stelle Sfursat,4.5,69.95,10740
Chardonnay,Châteauneuf-du-Pape,4.2,44.65,13917
Merlot,Châteauneuf-du-Pape,4.2,44.65,13917
Pinot Noir,Châteauneuf-du-Pape,4.2,44.65,13917
Chardonnay,Terrasse à l'Ombre Côtes du Rhône,4.5,34.95,819
Merlot,Terrasse à l'Ombre Côtes du Rhône,4.5,34.95,819
Pinot Noir,Terrasse à l'Ombre Côtes du Rhône,4.5,34.95,819
Chardonnay,Pomerol,4.5,280.1,9531
Merlot,Pomerol,4.5,280.1,9531
Pinot Noir,Pomerol,4.5,280.1,9531
Chardonnay,Chambertin Grand Cru,4.4,3416.25,2542
Merlot,Chambertin Grand Cru,4.4,3416.25,2542
Pinot Noir,Chambertin Grand Cru,4.4,3416.25,2542
Cabernet Sauvignon,Les Noisetiers,4.4,94.0,7035
Chardonnay,Les Noisetiers,4.4,94.0,7035
Pinot Noir,Les Noisetiers,4.4,94.0,7035
Touriga Nacional,Oh Carlos Manuel! Tinto,4.5,48.5,58
Touriga Franca,Oh Carlos Manuel! Tinto,4.5,48.5,58
Tinta Roriz,Oh Carlos Manuel! Tinto,4.5,48.5,58
Shiraz/Syrah,Nebukadnesar,4.4,32.1,3609
Cabernet Sauvignon,Nebukadnesar,4.4,32.1,3609
Merlot,Nebukadnesar,4.4,32.1,3609
Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.5,445.0,15671
Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.5,445.0,15671
Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.5,445.0,15671
Cabernet Sauvignon,Cream Tradición Vos 20 Years,4.4,90.0,623
Tempranillo,Cream Tradición Vos 20 Years,4.4,90.0,623
Garnacha,Cream Tradición Vos 20 Years,4.4,90.0,623
Cabernet Sauvignon,Palo Cortado Tradición Vors 30 Years Sherry,4.4,99.95,1050
Tempranillo,Palo Cortado Tradición Vors 30 Years Sherry,4.4,99.95,1050
Garnacha,Palo Cortado Tradición Vors 30 Years Sherry,4.4,99.95,1050
Cabernet Sauvignon,Pedro Ximenez Tradición 20 Years Old Vos,4.5,132.9,954
Tempranillo,Pedro Ximenez Tradición 20 Years Old Vos,4.5,132.9,954
Garnacha,Pedro Ximenez Tradición 20 Years Old Vos,4.5,132.9,954
Cabernet Sauvignon,Flor de Pingus,4.5,117.77,32932
Tempranillo,Flor de Pingus,4.5,117.77,32932
Garnacha,Flor de Pingus,4.5,117.77,32932
Touriga Nacional,Douro Pintas Tinto,4.5,198.8,4167
Touriga Franca,Douro Pintas Tinto,4.5,198.8,4167
Tinta Roriz,Douro Pintas Tinto,4.5,198.8,4167
Touriga Nacional,Douro Pintas Tinto,4.5,105.95,4167
Touriga Franca,Douro Pintas Tinto,4.5,105.95,4167
Tinta Roriz,Douro Pintas Tinto,4.5,105.95,4167
Chardonnay,Charmes-Chambertin Grand Cru Les Mazoyères,4.4,597.5,548
Merlot,Charmes-Chambertin Grand Cru Les Mazoyères,4.4,597.5,548
Pinot Noir,Charmes-Chambertin Grand Cru Les Mazoyères,4.4,597.5,548
Chardonnay,Chambertin Clos de Bèze Grand Cru,4.4,1025.0,983
Merlot,Chambertin Clos de Bèze Grand Cru,4.4,1025.0,983
Pinot Noir,Chambertin Clos de Bèze Grand Cru,4.4,1025.0,983
Chardonnay,Ipsus Chianti Classico Gran Selezione,4.4,487.5,185
Merlot,Ipsus Chianti Classico Gran Selezione,4.4,487.5,185
Sangiovese,Ipsus Chianti Classico Gran Selezione,4.4,487.5,185
Chardonnay,Les Beaux Monts Vosne-Romanée 1er Cru,4.4,139.0,787
Merlot,Les Beaux Monts Vosne-Romanée 1er Cru,4.4,139.0,787
Pinot Noir,Les Beaux Monts Vosne-Romanée 1er Cru,4.4,139.0,787
Riesling,Scharzhofberger Riesling Kabinett,4.4,172.95,3047
Spätburgunder,Scharzhofberger Riesling Kabinett,4.4,172.95,3047
Weissburgunder,Scharzhofberger Riesling Kabinett,4.4,172.95,3047
Chardonnay,Fossati Barolo,4.5,290.0,116
Merlot,Fossati Barolo,4.5,290.0,116
Sangiovese,Fossati Barolo,4.5,290.0,116
Chardonnay,Chambertin-Clos-de-Beze Grand Cru,4.5,2348.75,611
Merlot,Chambertin-Clos-de-Beze Grand Cru,4.5,2348.75,611
Pinot Noir,Chambertin-Clos-de-Beze Grand Cru,4.5,2348.75,611
Chardonnay,Cannubi Barolo,4.4,243.75,82
Merlot,Cannubi Barolo,4.4,243.75,82
Sangiovese,Cannubi Barolo,4.4,243.75,82
Chardonnay,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,176.5,3093
Merlot,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,176.5,3093
Pinot Noir,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,176.5,3093
Chardonnay,Pomerol,4.7,6834.1,2164
Merlot,Pomerol,4.7,6834.1,2164
Pinot Noir,Pomerol,4.7,6834.1,2164
Chardonnay,Lagrein Riserva Porphyr,4.4,60.0,5123
Merlot,Lagrein Riserva Porphyr,4.4,60.0,5123
Sangiovese,Lagrein Riserva Porphyr,4.4,60.0,5123
Cabernet Sauvignon,Negru de Purcari Limited Edition,4.5,33.17,970
Chardonnay,Negru de Purcari Limited Edition,4.5,33.17,970
Merlot,Negru de Purcari Limited Edition,4.5,33.17,970
Chardonnay,Barbaresco Albesani,4.5,630.0,183
Merlot,Barbaresco Albesani,4.5,630.0,183
Sangiovese,Barbaresco Albesani,4.5,630.0,183
Chardonnay,Charmes-Chambertin Grand Cru,4.5,318.5,33
Merlot,Charmes-Chambertin Grand Cru,4.5,318.5,33
Pinot Noir,Charmes-Chambertin Grand Cru,4.5,318.5,33
Chardonnay,Chapelle d'Ausone Saint-Émilion Grand Cru,4.4,186.17,1086
Merlot,Chapelle d'Ausone Saint-Émilion Grand Cru,4.4,186.17,1086
Pinot Noir,Chapelle d'Ausone Saint-Émilion Grand Cru,4.4,186.17,1086
Chardonnay,Les Grandes Places Côte-Rôtie,4.4,220.9,1316
Merlot,Les Grandes Places Côte-Rôtie,4.4,220.9,1316
Pinot Noir,Les Grandes Places Côte-Rôtie,4.4,220.9,1316
Riesling,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,285.4,242
Spätburgunder,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,285.4,242
Weissburgunder,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,285.4,242
Chardonnay,Saint-Émilion Grand Cru,4.4,107.41,1527
Merlot,Saint-Émilion Grand Cru,4.4,107.41,1527
Pinot Noir,Saint-Émilion Grand Cru,4.4,107.41,1527
Chardonnay,Nuits-Saint-Georges 1er Cru 'Aux Murgers',4.5,93.0,40
Merlot,Nuits-Saint-Georges 1er Cru 'Aux Murgers',4.5,93.0,40
Pinot Noir,Nuits-Saint-Georges 1er Cru 'Aux Murgers',4.5,93.0,40
Chardonnay,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,221.53,1986
Merlot,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,221.53,1986
Pinot Noir,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,221.53,1986
Chardonnay,Giunonico Riserva Primitivo di Manduria,4.4,36.3,460
Merlot,Giunonico Riserva Primitivo di Manduria,4.4,36.3,460
Sangiovese,Giunonico Riserva Primitivo di Manduria,4.4,36.3,460
Cabernet Sauvignon,Lithology Cabernet Sauvignon,4.6,154.6,148
Chardonnay,Lithology Cabernet Sauvignon,4.6,154.6,148
Pinot Noir,Lithology Cabernet Sauvignon,4.6,154.6,148
Chardonnay,Pauillac (Premier Grand Cru Classé),4.6,1701.25,73615
Merlot,Pauillac (Premier Grand Cru Classé),4.6,1701.25,73615
Pinot Noir,Pauillac (Premier Grand Cru Classé),4.6,1701.25,73615
Chardonnay,Meursault 1er Cru 'Charmes',4.3,232.5,242
Merlot,Meursault 1er Cru 'Charmes',4.3,232.5,242
Pinot Noir,Meursault 1er Cru 'Charmes',4.3,232.5,242
Chardonnay,Pauillac (Premier Grand Cru Classé),4.6,1150.0,73615
Merlot,Pauillac (Premier Grand Cru Classé),4.6,1150.0,73615
Pinot Noir,Pauillac (Premier Grand Cru Classé),4.6,1150.0,73615
Chardonnay,Palazzi Rosso Toscana,4.4,376.25,961
Merlot,Palazzi Rosso Toscana,4.4,376.25,961
Sangiovese,Palazzi Rosso Toscana,4.4,376.25,961
Chardonnay,Saint-Émilion Grand Cru,4.4,145.84,589
Merlot,Saint-Émilion Grand Cru,4.4,145.84,589
Pinot Noir,Saint-Émilion Grand Cru,4.4,145.84,589
Cabernet Sauvignon,Aszú 6 Puttonyos Tokaj,4.6,105.0,54
Merlot,Aszú 6 Puttonyos Tokaj,4.6,105.0,54
Furmint,Aszú 6 Puttonyos Tokaj,4.6,105.0,54
Cabernet Sauvignon,Los Jabalíes Single Vineyard Malbec,4.4,84.7,284
Chardonnay,Los Jabalíes Single Vineyard Malbec,4.4,84.7,284
Malbec,Los Jabalíes Single Vineyard Malbec,4.4,84.7,284
Chardonnay,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,1173.75,59
Merlot,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,1173.75,59
Pinot Noir,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,1173.75,59
Chardonnay,Cristal Vinothèque,4.7,4697.5,426
Merlot,Cristal Vinothèque,4.7,4697.5,426
Pinot Noir,Cristal Vinothèque,4.7,4697.5,426
Chardonnay,Étoile Rosé,4.5,109.95,183
Merlot,Étoile Rosé,4.5,109.95,183
Pinot Noir,Étoile Rosé,4.5,109.95,183
Cabernet Sauvignon,Red Blend,4.5,225.0,457
Chardonnay,Red Blend,4.5,225.0,457
Pinot Noir,Red Blend,4.5,225.0,457
Chardonnay,Ampio,4.6,331.25,481
Merlot,Ampio,4.6,331.25,481
Sangiovese,Ampio,4.6,331.25,481
Chardonnay,Grande Cuvée,4.6,245.0,28513
Merlot,Grande Cuvée,4.6,245.0,28513
Pinot Noir,Grande Cuvée,4.6,245.0,28513
Chardonnay,Brut Rosé Champagne,4.4,81.5,23241
Merlot,Brut Rosé Champagne,4.4,81.5,23241
Pinot Noir,Brut Rosé Champagne,4.4,81.5,23241
Cabernet Sauvignon,Overture,4.5,180.0,16804
Chardonnay,Overture,4.5,180.0,16804
Pinot Noir,Overture,4.5,180.0,16804
Chardonnay,Limited Edition 10 Vendemmie,4.5,34.2,9453
Merlot,Limited Edition 10 Vendemmie,4.5,34.2,9453
Sangiovese,Limited Edition 10 Vendemmie,4.5,34.2,9453
Cabernet Sauvignon,Old Vines Malbec,4.2,61.4,667
Chardonnay,Old Vines Malbec,4.2,61.4,667
Malbec,Old Vines Malbec,4.2,61.4,667
Chardonnay,Étoile Rosé,4.5,80.0,183
Merlot,Étoile Rosé,4.5,80.0,183
Pinot Noir,Étoile Rosé,4.5,80.0,183
Riesling,Scharzhofberger Riesling Spätlese,4.4,235.0,1564
Spätburgunder,Scharzhofberger Riesling Spätlese,4.4,235.0,1564
Weissburgunder,Scharzhofberger Riesling Spätlese,4.4,235.0,1564
Chardonnay,Bonnes-Mares Grand Cru,4.5,1495.0,1208
Merlot,Bonnes-Mares Grand Cru,4.5,1495.0,1208
Pinot Noir,Bonnes-Mares Grand Cru,4.5,1495.0,1208
Chardonnay,Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,71.95,1041
Merlot,Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,71.95,1041
Pinot Noir,Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,71.95,1041
Cabernet Sauvignon,Rioja Blanco Reserva,4.4,107.65,361
Tempranillo,Rioja Blanco Reserva,4.4,107.65,361
Garnacha,Rioja Blanco Reserva,4.4,107.65,361
Chardonnay,Chambertin Grand Cru,4.5,896.25,188
Merlot,Chambertin Grand Cru,4.5,896.25,188
Pinot Noir,Chambertin Grand Cru,4.5,896.25,188
Chardonnay,Vosne-Romanée 1er Cru 'Les Suchots',4.4,2092.5,651
Merlot,Vosne-Romanée 1er Cru 'Les Suchots',4.4,2092.5,651
Pinot Noir,Vosne-Romanée 1er Cru 'Les Suchots',4.4,2092.5,651
Chardonnay,Puligny-Montrachet Enseignères,4.3,661.25,941
Merlot,Puligny-Montrachet Enseignères,4.3,661.25,941
Pinot Noir,Puligny-Montrachet Enseignères,4.3,661.25,941
Chardonnay,Guerriero della Terra,4.4,25.95,10185
Merlot,Guerriero della Terra,4.4,25.95,10185
Sangiovese,Guerriero della Terra,4.4,25.95,10185
Cabernet Sauvignon,Côte à Côte Estate,4.4,129.95,1133
Chardonnay,Côte à Côte Estate,4.4,129.95,1133
Pinot Noir,Côte à Côte Estate,4.4,129.95,1133
Chardonnay,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,4.6,50.0,43
Merlot,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,4.6,50.0,43
Pinot Noir,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,4.6,50.0,43
Chardonnay,Poggio Alle Nane Maremma Toscana,4.4,89.95,3509
Merlot,Poggio Alle Nane Maremma Toscana,4.4,89.95,3509
Sangiovese,Poggio Alle Nane Maremma Toscana,4.4,89.95,3509
Cabernet Sauvignon,Interpretación,4.4,50.19,2760
Tempranillo,Interpretación,4.4,50.19,2760
Garnacha,Interpretación,4.4,50.19,2760
Chardonnay,Bienvenues-Bâtard-Montrachet Grand Cru,4.6,896.25,76
Merlot,Bienvenues-Bâtard-Montrachet Grand Cru,4.6,896.25,76
Pinot Noir,Bienvenues-Bâtard-Montrachet Grand Cru,4.6,896.25,76
Chardonnay,Dieci Brunello di Montalcino,4.6,146.55,43
Merlot,Dieci Brunello di Montalcino,4.6,146.55,43
Sangiovese,Dieci Brunello di Montalcino,4.6,146.55,43
Riesling,Hohenmorgen G.C,4.4,148.1,378
Spätburgunder,Hohenmorgen G.C,4.4,148.1,378
Weissburgunder,Hohenmorgen G.C,4.4,148.1,378
Chardonnay,Mongovone Barbera d'Asti Superiore,4.3,32.95,2771
Merlot,Mongovone Barbera d'Asti Superiore,4.3,32.95,2771
Sangiovese,Mongovone Barbera d'Asti Superiore,4.3,32.95,2771
Chardonnay,Boghis Climat,4.5,66.0,27
Merlot,Boghis Climat,4.5,66.0,27
Sangiovese,Boghis Climat,4.5,66.0,27
Chardonnay,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,1387.5,2678
Merlot,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,1387.5,2678
Pinot Noir,Clos de la Roche Grand Cru Cuvée Vieilles Vignes,4.4,1387.5,2678
Chardonnay,Fleur de Miraval Exclusivement Rosé Champagne,4.4,395.0,304
Merlot,Fleur de Miraval Exclusivement Rosé Champagne,4.4,395.0,304
Pinot Noir,Fleur de Miraval Exclusivement Rosé Champagne,4.4,395.0,304
Chardonnay,Helichrysum Brunello di Montalcino,4.4,84.5,1370
Merlot,Helichrysum Brunello di Montalcino,4.4,84.5,1370
Sangiovese,Helichrysum Brunello di Montalcino,4.4,84.5,1370
Chardonnay,Vigneto Bellavista Chianti Classico,4.4,397.5,1402
Merlot,Vigneto Bellavista Chianti Classico,4.4,397.5,1402
Sangiovese,Vigneto Bellavista Chianti Classico,4.4,397.5,1402
Cabernet Sauvignon,Nebro Ribera del Duero,4.4,168.95,647
Tempranillo,Nebro Ribera del Duero,4.4,168.95,647
Garnacha,Nebro Ribera del Duero,4.4,168.95,647
Chardonnay,Meursault 1er Cru 'Genevrières' Blanc,4.5,120.0,311
Merlot,Meursault 1er Cru 'Genevrières' Blanc,4.5,120.0,311
Pinot Noir,Meursault 1er Cru 'Genevrières' Blanc,4.5,120.0,311
Shiraz/Syrah,Pinotage,4.4,42.45,2063
Cabernet Sauvignon,Pinotage,4.4,42.45,2063
Merlot,Pinotage,4.4,42.45,2063
Chardonnay,Mazis-Chambertin Grand Cru,4.4,334.25,433
Merlot,Mazis-Chambertin Grand Cru,4.4,334.25,433
Pinot Noir,Mazis-Chambertin Grand Cru,4.4,334.25,433
Cabernet Sauvignon,Belles Soeurs Cuvée Pinot Noir,4.4,145.95,229
Chardonnay,Belles Soeurs Cuvée Pinot Noir,4.4,145.95,229
Pinot Noir,Belles Soeurs Cuvée Pinot Noir,4.4,145.95,229
Chardonnay,Montrachet Grand Cru,4.6,2541.25,269
Merlot,Montrachet Grand Cru,4.6,2541.25,269
Pinot Noir,Montrachet Grand Cru,4.6,2541.25,269
Cabernet Sauvignon,Petracs Furmint,4.4,89.95,200
Merlot,Petracs Furmint,4.4,89.95,200
Furmint,Petracs Furmint,4.4,89.95,200
Chardonnay,Chambolle-Musigny Les Cabottes,4.4,1238.75,413
Merlot,Chambolle-Musigny Les Cabottes,4.4,1238.75,413
Pinot Noir,Chambolle-Musigny Les Cabottes,4.4,1238.75,413
Chardonnay,Les Boudots Nuits-Saint-Georges 1er Cru,4.4,139.0,339
Merlot,Les Boudots Nuits-Saint-Georges 1er Cru,4.4,139.0,339
Pinot Noir,Les Boudots Nuits-Saint-Georges 1er Cru,4.4,139.0,339
Chardonnay,Les Sentiers Chambolle-Musigny 1er Cru,4.4,533.75,1253
Merlot,Les Sentiers Chambolle-Musigny 1er Cru,4.4,533.75,1253
Pinot Noir,Les Sentiers Chambolle-Musigny 1er Cru,4.4,533.75,1253
Chardonnay,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,295.0,480
Merlot,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,295.0,480
Pinot Noir,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,295.0,480
Chardonnay,Bâtard-Montrachet Grand Cru,4.4,375.0,347
Merlot,Bâtard-Montrachet Grand Cru,4.4,375.0,347
Pinot Noir,Bâtard-Montrachet Grand Cru,4.4,375.0,347
Chardonnay,Chassagne-Montrachet 1er Cru 'Morgeot',4.4,82.95,329
Merlot,Chassagne-Montrachet 1er Cru 'Morgeot',4.4,82.95,329
Pinot Noir,Chassagne-Montrachet 1er Cru 'Morgeot',4.4,82.95,329
Chardonnay,Chambolle-Musigny Premier Cru 'Les Feusselottes',4.4,1537.5,262
Merlot,Chambolle-Musigny Premier Cru 'Les Feusselottes',4.4,1537.5,262
Pinot Noir,Chambolle-Musigny Premier Cru 'Les Feusselottes',4.4,1537.5,262
Chardonnay,Corton-Charlemagne Grand Cru,4.4,170.65,708
Merlot,Corton-Charlemagne Grand Cru,4.4,170.65,708
Pinot Noir,Corton-Charlemagne Grand Cru,4.4,170.65,708
Riesling,Schlehdorn Riesling Trocken,4.4,122.05,202
Spätburgunder,Schlehdorn Riesling Trocken,4.4,122.05,202
Weissburgunder,Schlehdorn Riesling Trocken,4.4,122.05,202
